case,problem,cores,single_makespan,makespan,pick_makespan,speedup,added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,subgraphs,predicted,params,eval_file,solve_seconds,eval_seconds
case_080,1,1,292138,292138,292138,1.0,548864,548864,,1,291066.36648689845,"('A', 0.25, 16, 2.0)",results/single/case_080_single.json,2.3,0.0
case_080,1,2,292138,145825,145825,2.0033,1675264,24576,,2,151493.69463119356,"('A', 0.25, 16, 2.0)",results_all/eval/case_080_p1_n2.json,1.9,1.3
case_080,1,3,292138,100325,100325,2.9119,3047424,0,,3,109470.66666666667,"('A', 1.0, 16, 0.0)",results_all/eval/case_080_p1_n3.json,2.4,1.1
case_080,1,4,292138,100325,106961,2.9119,3047424,0,,3,109470.66666666667,prev_n3,results_all/eval/case_080_p1_n4.json,2.4,2.4
case_080,1,5,292138,87160,87160,3.3517,2158592,0,,5,92410.93333333348,"('A', 1.0, 16, 2.0)",results_all/eval/case_080_p1_n5.json,4.1,2.0
case_080,2,1,292138,292138,292138,1.0,548864,548864,,18,291066.36648689845,"('B', 0.1, 16, 8.0)",results_all/eval/case_080_p2_n1.json,3.2,1.4
case_080,2,2,292138,148240,148240,1.9707,1241088,0,,163,145151.86666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_080_p2_n2.json,4.4,0.9
case_080,2,3,292138,98714,98714,2.9594,2310144,0,,301,97761.06666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_080_p2_n3.json,3.3,1.0
case_080,2,4,292138,87220,87220,3.3494,2912256,0,,378,86760.13333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_080_p2_n4.json,4.0,0.9
case_080,2,5,292138,84898,84898,3.441,3063808,0,,468,84634.40000000001,"('B', 0.1, 64, 8.0)",results_all/eval/case_080_p2_n5.json,4.3,1.2
case_080,3,1,292138,291826,291826,1.0,548864,548864,0.1686143572621035,18,291066.36648689845,"('C', 0.1, 64, 4.0)",results_all/eval/case_080_p3_n1.json,2.7,0.8
case_080,3,2,292138,145942,145942,2.0017,2854912,0,0.38543689320388347,168,145151.86666666667,"('C', 0.1, 16, 1.0)",results_all/eval/case_080_p3_n2.json,3.3,1.1
case_080,3,3,292138,98714,102699,2.9594,2310144,0,0.04633204633204633,301,97761.06666666667,p2_plan,results_all/eval/case_080_p3_n3.json,3.2,2.1
case_080,3,4,292138,85795,85795,3.4051,3485696,0,0.16028225806451613,378,78968.39999999997,"('C', 0.1, 16, 1.0)",results_all/eval/case_080_p3_n4.json,3.4,1.0
case_080,3,5,292138,83111,90408,3.515,3063808,0,0.03048065650644783,468,84634.40000000001,p2_plan,results_all/eval/case_080_p3_n5.json,4.0,2.4
case_081,1,1,151795,151795,151795,1.0,0,0,,1,151895.66666666666,"('A', 0.25, 16, 2.0)",results/single/case_081_single.json,4.4,0.0
case_081,1,2,151795,76860,76860,1.975,0,0,,2,76925.66666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_081_p1_n2.json,3.9,5.8
case_081,1,3,151795,51943,51943,2.9223,0,0,,3,51935.666666666664,"('A', 0.25, 16, 2.0)",results_all/eval/case_081_p1_n3.json,3.8,4.0
case_081,1,4,151795,39588,39588,3.8344,0,0,,4,39440.666666666664,"('A', 0.25, 16, 2.0)",results_all/eval/case_081_p1_n4.json,4.4,3.7
case_081,1,5,151795,30943,30943,4.9056,0,0,,5,31335.13333333333,"('A', 0.25, 16, 2.0)",results_all/eval/case_081_p1_n5.json,4.4,2.8
case_081,2,1,151795,151795,151795,1.0,0,0,,43,151895.66666666666,"('B', 0.1, 16, 8.0)",results_all/eval/case_081_p2_n1.json,3.7,2.5
case_081,2,2,151795,76860,76860,1.975,0,0,,85,76925.66666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_081_p2_n2.json,4.0,2.1
case_081,2,3,151795,51943,51943,2.9223,0,0,,85,51935.666666666664,"('B', 0.1, 16, 8.0)",results_all/eval/case_081_p2_n3.json,3.5,2.0
case_081,2,4,151795,39588,39588,3.8344,0,0,,85,39440.666666666664,"('B', 0.1, 16, 8.0)",results_all/eval/case_081_p2_n4.json,3.5,1.9
case_081,2,5,151795,30943,30943,4.9056,0,0,,85,31335.13333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_081_p2_n5.json,4.1,1.8
case_081,3,1,151795,151795,151795,1.0,0,0,0.0,43,151895.66666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_081_p3_n1.json,4.8,2.6
case_081,3,2,151795,76860,76860,1.975,0,0,0.0,85,76925.66666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_081_p3_n2.json,4.0,2.2
case_081,3,3,151795,51943,51943,2.9223,0,0,0.0,85,51935.666666666664,"('C', 0.1, 64, 4.0)",results_all/eval/case_081_p3_n3.json,3.9,2.3
case_081,3,4,151795,39588,39588,3.8344,0,0,0.0,85,39440.666666666664,"('C', 0.1, 64, 4.0)",results_all/eval/case_081_p3_n4.json,4.3,1.9
case_081,3,5,151795,30943,30943,4.9056,0,0,0.0,85,31335.13333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_081_p3_n5.json,3.9,1.8
case_082,1,1,721041,721041,721041,1.0,0,0,,1,721448.9333333332,"('A', 1.0, 16, 2.0)",results/single/case_082_single.json,6.2,0.0
case_082,1,2,721041,415114,415114,1.737,4521662,0,,58,401672.8666666669,"('A', 1.0, 64, 8.0)",results_all/eval/case_082_p1_n2.json,6.8,3.3
case_082,1,3,721041,294705,294705,2.4467,4834146,0,,103,283304.93333333335,"('A', 0.25, 16, 2.0, 16, 'blc')",results_all/eval/case_082_p1_n3.json,7.5,3.8
case_082,1,4,721041,246042,246042,2.9306,5998598,0,,167,210715.2000000002,"('A', 1.0, 64, 8.0)",results_all/eval/case_082_p1_n4.json,7.8,4.4
case_082,1,5,721041,222598,222598,3.2392,6690454,0,,225,188306.23333333345,"('A', 0.1, 64, 1.0)",results_all/eval/case_082_p1_n5.json,8.8,4.9
case_082,2,1,721041,721041,721041,1.0,0,0,,1,721448.9333333332,"('B', 1.0, 64, 0.0)",results_all/eval/case_082_p2_n1.json,5.5,1.6
case_082,2,2,721041,360959,360959,1.9976,1915206,0,,1029,347297.99999999994,"('B', 0.1, 64, 2.0)",results_all/eval/case_082_p2_n2.json,6.2,3.0
case_082,2,3,721041,247094,247094,2.9181,2735372,0,,1257,234454.0,"('B', 0.1, 64, 8.0)",results_all/eval/case_082_p2_n3.json,6.8,3.5
case_082,2,4,721041,190412,190412,3.7867,5685618,0,,1521,171345.39999999994,"('B', 1.0, 64, 0.0)",results_all/eval/case_082_p2_n4.json,7.1,4.1
case_082,2,5,721041,164720,164720,4.3774,3521656,0,,1359,144690.80000000005,"('B', 0.1, 64, 8.0)",results_all/eval/case_082_p2_n5.json,7.5,3.2
case_082,3,1,721041,721041,721041,1.0,0,0,0.0,1,721448.9333333332,"('C', 1.0, 64, 0.0)",results_all/eval/case_082_p3_n1.json,6.2,1.7
case_082,3,2,721041,359861,359861,2.0037,1838662,0,0.10924820866086771,1038,346967.99999999994,"('C', 0.1, 64, 2.0)",results_all/eval/case_082_p3_n2.json,6.9,3.1
case_082,3,3,721041,246172,246172,2.929,2735372,0,0.19232607894183507,1257,234454.0,p2_plan,results_all/eval/case_082_p3_n3.json,7.1,3.1
case_082,3,4,721041,181644,181644,3.9695,5874226,0,0.33780732774832584,1497,169160.4666666666,"('C', 1.0, 64, 0.0)",results_all/eval/case_082_p3_n4.json,7.4,4.1
case_082,3,5,721041,163612,163612,4.407,3521656,0,0.33458488839237116,1359,144690.80000000005,p2_plan,results_all/eval/case_082_p3_n5.json,8.5,3.3
case_083,1,1,1057993,897361,897361,1.0,2024960,621056,,4,839074.1971099816,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_083_p1_n1.json,5.2,3.7
case_083,1,2,1057993,481465,481465,2.1974,3306144,788992,,11,432826.7490915919,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_083_p1_n2.json,4.7,2.8
case_083,1,3,1057993,330451,330451,3.2017,8158336,0,,73,301458.8,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_083_p1_n3.json,4.7,2.6
case_083,1,4,1057993,274419,274419,3.8554,7566304,294912,,64,242940.68665064342,"('A', 0.1, 16, 2.0, 8)",results_all/eval/case_083_p1_n4.json,5.2,3.0
case_083,1,5,1057993,255501,255501,4.1409,9506880,0,,122,217942.26666666643,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_083_p1_n5.json,5.9,3.6
case_083,2,1,1057993,836183,836183,1.0,712704,712704,,41,836479.2200742116,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_083_p2_n1.json,5.0,2.6
case_083,2,2,1057993,424022,424022,2.4951,1776224,0,,430,419065.8666666667,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_083_p2_n2.json,4.3,2.9
case_083,2,3,1057993,284543,284543,3.7182,3958976,0,,566,281269.8666666667,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_083_p2_n3.json,4.3,2.7
case_083,2,4,1057993,217963,217963,4.854,2234144,0,,476,216803.7333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_083_p2_n4.json,4.8,2.9
case_083,2,5,1057993,195514,195514,5.4113,7047552,0,,732,183692.40000000002,"('B', 0.1, 64, 2.0)",results_all/eval/case_083_p2_n5.json,5.1,2.8
case_083,3,1,1057993,836183,836183,1.0,712704,712704,0.0,41,836479.2200742116,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_083_p3_n1.json,4.9,2.8
case_083,3,2,1057993,420599,420599,2.5154,1314400,49152,0.30821518741503207,277,418494.3112578178,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_083_p3_n2.json,5.2,2.7
case_083,3,3,1057993,280029,280029,3.7782,2399424,0,0.3128107591453701,355,279950.5333333333,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_083_p3_n3.json,5.2,2.4
case_083,3,4,1057993,217193,221438,4.8712,2234144,0,0.3620261978328039,476,216803.7333333334,p2_plan,results_all/eval/case_083_p3_n4.json,5.1,5.6
case_083,3,5,1057993,185373,185373,5.7074,5331328,0,0.31137040232676405,592,172909.6,"('C', 0.1, 64, 4.0)",results_all/eval/case_083_p3_n5.json,5.6,2.7
case_084,1,1,2507412,2507412,2507412,1.0,0,0,,1,2507409.6,"('A', 0.25, 16, 2.0)",results/single/case_084_single.json,13.0,0.0
case_084,1,2,2507412,1255052,1255052,1.9979,0,0,,2,1254945.5999999999,"('A', 0.25, 16, 2.0)",results_all/eval/case_084_p1_n2.json,12.7,76.8
case_084,1,3,2507412,836220,836220,2.9985,0,0,,3,836212.8666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_084_p1_n3.json,13.7,46.5
case_084,1,4,2507412,629028,629028,3.9862,0,0,,4,628713.6,"('A', 0.25, 16, 2.0)",results_all/eval/case_084_p1_n4.json,14.8,29.9
case_084,1,5,2507412,503472,503472,4.9802,0,0,,5,503155.23333333334,"('A', 0.25, 16, 2.0)",results_all/eval/case_084_p1_n5.json,14.3,23.6
case_084,2,1,2507412,2507412,2507412,1.0,0,0,,42,2507409.6,"('B', 0.1, 16, 8.0)",results_all/eval/case_084_p2_n1.json,12.8,12.1
case_084,2,2,2507412,1255052,1255052,1.9979,0,0,,84,1254945.5999999999,"('B', 0.1, 16, 8.0)",results_all/eval/case_084_p2_n2.json,12.6,9.4
case_084,2,3,2507412,836220,836220,2.9985,0,0,,135,836212.8666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_084_p2_n3.json,12.3,8.1
case_084,2,4,2507412,629028,629028,3.9862,0,0,,180,628713.6,"('B', 0.1, 16, 8.0)",results_all/eval/case_084_p2_n4.json,12.3,7.4
case_084,2,5,2507412,503472,503472,4.9802,0,0,,217,503155.23333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_084_p2_n5.json,12.7,7.6
case_084,3,1,2507412,2507412,2507412,1.0,0,0,0.0,42,2507409.6,"('C', 0.1, 64, 4.0)",results_all/eval/case_084_p3_n1.json,13.9,12.2
case_084,3,2,2507412,1255052,1255052,1.9979,0,0,0.0,84,1254945.5999999999,"('C', 0.1, 64, 4.0)",results_all/eval/case_084_p3_n2.json,14.3,12.5
case_084,3,3,2507412,836220,836220,2.9985,0,0,0.0,135,836212.8666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_084_p3_n3.json,19.3,10.7
case_084,3,4,2507412,629028,629028,3.9862,0,0,0.0,180,628713.6,"('C', 0.1, 64, 4.0)",results_all/eval/case_084_p3_n4.json,18.7,9.6
case_084,3,5,2507412,503472,503472,4.9802,0,0,0.0,217,503155.23333333334,"('C', 0.1, 64, 4.0)",results_all/eval/case_084_p3_n5.json,18.2,7.5
case_085,1,1,3187899,3187899,3187899,1.0,0,0,,1,3188443.466666667,"('A', 1.0, 16, 2.0)",results/single/case_085_single.json,31.6,0.0
case_085,1,2,3187899,2061361,2061361,1.5465,19509586,0,,164,2007935.833333333,"('A', 1.0, 16, 0.0)",results_all/eval/case_085_p1_n2.json,34.7,21.5
case_085,1,3,3187899,1296629,1296629,2.4586,21012072,0,,269,1232851.5666666687,"('A', 0.25, 16, 1.0)",results_all/eval/case_085_p1_n3.json,39.6,24.4
case_085,1,4,3187899,1064742,1064742,2.9941,23029116,0,,459,1026335.6000000001,"('A', 0.25, 16, 2.0)",results_all/eval/case_085_p1_n4.json,46.8,31.5
case_085,1,5,3187899,888282,888282,3.5888,24039044,0,,617,827312.6666666667,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_085_p1_n5.json,48.7,36.0
case_085,2,1,3187899,3187899,3187899,1.0,0,0,,1,3188443.466666667,"('B', 1.0, 64, 0.0)",results_all/eval/case_085_p2_n1.json,29.8,11.0
case_085,2,2,3187899,1746028,1746028,1.8258,9070602,1068100,,3635,1677773.5888189906,"('B', 0.1, 64, 2.0)",results_all/eval/case_085_p2_n2.json,36.6,27.7
case_085,2,3,3187899,1173619,1173619,2.7163,12290220,0,,4608,1115704.7999999998,"('B', 0.1, 16, 1.0)",results_all/eval/case_085_p2_n3.json,38.4,28.1
case_085,2,4,3187899,904328,904328,3.5252,15330994,0,,4661,848241.6000000007,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_085_p2_n4.json,40.2,22.6
case_085,2,5,3187899,732944,732944,4.3494,19020088,0,,4949,677094.6666666667,"('B', 0.25, 16, 2.0)",results_all/eval/case_085_p2_n5.json,34.7,22.2
case_085,3,1,3187899,3187899,3187899,1.0,0,0,0.0,1,3188443.466666667,"('C', 1.0, 64, 0.0)",results_all/eval/case_085_p3_n1.json,27.0,9.5
case_085,3,2,3187899,1745943,1745943,1.8259,9070602,1068100,0.14606323306305227,3635,1677773.5888189906,p2_plan,results_all/eval/case_085_p3_n2.json,35.1,25.5
case_085,3,3,3187899,1170307,1170307,2.724,12290220,0,0.24353858204891238,4608,1115704.7999999998,p2_plan,results_all/eval/case_085_p3_n3.json,37.2,25.7
case_085,3,4,3187899,880270,880270,3.6215,17266706,0,0.29935635949161316,4866,848163.1253333332,"('C', 0.1, 16, 1.0)",results_all/eval/case_085_p3_n4.json,40.8,25.6
case_085,3,5,3187899,712169,712169,4.4763,15984856,0,0.34544313682426364,4717,671236.5333333334,"('C', 0.25, 16, 8.0)",results_all/eval/case_085_p3_n5.json,42.8,24.1
case_086,1,1,118403,118403,118403,1.0,0,0,,1,116559.83333333334,"('A', 0.25, 16, 2.0, None, 'blc')",results/single/case_086_single.json,8.8,0.0
case_086,1,2,118403,98219,98219,1.2055,2961400,0,,57,86085.2666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_086_p1_n2.json,10.2,5.3
case_086,1,3,118403,82096,82096,1.4423,3249412,0,,108,65755.4,"('A', 0.25, 16, 2.0)",results_all/eval/case_086_p1_n3.json,10.3,5.4
case_086,1,4,118403,82096,82863,1.4423,3249412,0,,108,65755.4,prev_n3,results_all/eval/case_086_p1_n4.json,10.9,11.2
case_086,1,5,118403,80920,80920,1.4632,3438298,0,,201,59574.900000000125,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_086_p1_n5.json,11.4,7.0
case_086,2,1,118403,117151,117151,1.0,30730,30730,,43,116592.23943366235,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_086_p2_n1.json,7.6,3.4
case_086,2,2,118403,61420,61420,1.9278,1254758,0,,1205,61147.0,"('B', 0.1, 64, 2.0)",results_all/eval/case_086_p2_n2.json,8.3,4.3
case_086,2,3,118403,45727,45727,2.5893,1311788,0,,1473,43276.86666666668,"('B', 0.1, 64, 8.0)",results_all/eval/case_086_p2_n3.json,9.2,3.9
case_086,2,4,118403,45727,46883,2.5893,1311788,0,,1473,43276.86666666668,prev_n3,results_all/eval/case_086_p2_n4.json,10.0,8.5
case_086,2,5,118403,45727,48096,2.5893,1311788,0,,1473,43276.86666666668,prev_n4,results_all/eval/case_086_p2_n5.json,10.4,8.2
case_086,3,1,118403,117151,117151,1.0,30730,30730,2.9718035281251484e-05,43,116592.23943366235,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_086_p3_n1.json,7.6,3.7
case_086,3,2,118403,59968,59968,1.9744,1040454,0,0.18065253187985858,1006,60065.36666666668,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_086_p3_n2.json,8.5,4.2
case_086,3,3,118403,43889,43889,2.6978,1476524,0,0.19754271420112315,1417,41552.73333333334,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_086_p3_n3.json,9.3,4.2
case_086,3,4,118403,42818,42818,2.7653,1861714,0,0.26231213191329295,1617,38773.28266666671,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_086_p3_n4.json,9.4,4.5
case_086,3,5,118403,39841,39841,2.9719,1828984,0,0.3344549935604896,1189,37110.46666666667,"('C', 0.25, 16, 8.0)",results_all/eval/case_086_p3_n5.json,10.1,3.6
case_087,1,1,3974071,3925590,3925590,1.0,13934544,161280,,16,3916208.9495276064,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_087_p1_n1.json,44.0,59.1
case_087,1,2,3974071,1983728,1983728,2.0033,13298688,580608,,13,1982977.0419041684,"('A', inf, 16, 0.0, 8)",results_all/eval/case_087_p1_n2.json,41.0,328.8
case_087,1,3,3974071,1334140,1334140,2.9788,16174080,0,,19,1344036.0000000007,"('A', inf, 16, 0.0, 8)",results_all/eval/case_087_p1_n3.json,58.8,482.9
case_087,1,4,3974071,1018506,1018506,3.9019,19077120,0,,24,1027778.7333333336,"('A', inf, 16, 0.0, 8)",results_all/eval/case_087_p1_n4.json,56.3,441.4
case_087,1,5,3974071,834765,834765,4.7607,21358080,0,,30,839746.466666667,"('A', inf, 16, 0.0, 8)",results_all/eval/case_087_p1_n5.json,50.6,422.0
case_087,2,1,3974071,3968189,3968189,1.0,7704880,7704880,,43,3912704.9242366306,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_087_p2_n1.json,34.8,51.6
case_087,2,2,3974071,2001111,2001111,1.9859,14430732,7212528,,4254,1953696.5718677416,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_087_p2_n2.json,38.5,41.7
case_087,2,3,3974071,1370725,1370725,2.8992,16944488,5550416,,4944,1332754.1922023487,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_087_p2_n3.json,41.4,41.8
case_087,2,4,3974071,1075867,1075867,3.6938,18646788,5047632,,5234,1045436.1049459851,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_087_p2_n4.json,45.6,35.4
case_087,2,5,3974071,907347,907347,4.3799,19913440,3746000,,5361,868735.4878631535,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_087_p2_n5.json,46.3,31.9
case_087,3,1,3974071,3964071,3964071,1.0,7704880,7704880,0.10727545296422995,43,3912704.9242366306,"('C', 0.1, 64, 4.0, None, 'blc')",results_all/eval/case_087_p3_n1.json,40.5,54.0
case_087,3,2,3974071,1978275,1978275,2.0089,14959884,7744752,0.2553632036699623,3932,1952764.5204374318,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_087_p3_n2.json,43.8,58.2
case_087,3,3,3974071,1360325,1360325,2.9214,16944488,5550416,0.29780456493126184,4944,1332754.1922023487,p2_plan,results_all/eval/case_087_p3_n3.json,62.9,44.5
case_087,3,4,3974071,1043892,1043892,3.807,20878980,5432848,0.3772113720114007,5253,1026458.328687905,"('C', 0.25, 16, 8.0)",results_all/eval/case_087_p3_n4.json,48.4,37.4
case_087,3,5,3974071,881210,881210,4.5098,25982400,4156304,0.4034058522784205,5544,852158.2314142698,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_087_p3_n5.json,53.5,37.0
case_088,1,1,243623,243623,243623,1.0,0,0,,1,239922.7,"('A', 0.25, 16, 2.0)",results/single/case_088_single.json,4.9,0.0
case_088,1,2,243623,143501,143501,1.6977,1741398,0,,50,137745.30000000016,"('A', 0.25, 16, 1.0)",results_all/eval/case_088_p1_n2.json,5.7,3.4
case_088,1,3,243623,123774,123774,1.9683,2592494,0,,119,114192.33333333337,"('A', 1.0, 16, 0.0)",results_all/eval/case_088_p1_n3.json,5.8,2.8
case_088,1,4,243623,100649,100649,2.4205,2555438,0,,126,88453.60000000008,"('A', 0.25, 16, 1.0)",results_all/eval/case_088_p1_n4.json,6.0,3.2
case_088,1,5,243623,94781,94781,2.5704,2519016,0,,156,85001.50000000007,"('A', 0.25, 16, 2.0)",results_all/eval/case_088_p1_n5.json,6.1,3.4
case_088,2,1,243623,240772,240772,1.0,0,0,,45,239922.7,"('B', 0.1, 16, 8.0)",results_all/eval/case_088_p2_n1.json,4.8,2.2
case_088,2,2,243623,127509,127509,1.9106,884646,0,,593,118451.43333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_088_p2_n2.json,4.7,2.1
case_088,2,3,243623,92549,92549,2.6324,1679980,0,,866,85413.36666666667,"('B', 0.1, 64, 2.0)",results_all/eval/case_088_p2_n3.json,5.3,2.7
case_088,2,4,243623,79599,79599,3.0606,1964722,0,,700,72176.53333333334,"('B', 0.25, 16, 2.0)",results_all/eval/case_088_p2_n4.json,5.5,2.9
case_088,2,5,243623,79599,80107,3.0606,1964722,0,,700,72176.53333333334,prev_n4,results_all/eval/case_088_p2_n5.json,5.7,4.6
case_088,3,1,243623,240772,240772,1.0,0,0,0.0,45,239922.7,"('C', 0.1, 64, 4.0)",results_all/eval/case_088_p3_n1.json,4.8,2.2
case_088,3,2,243623,119473,119473,2.0391,1358502,0,0.21582909452195548,771,117656.076,"('C', 0.1, 64, 4.0)",results_all/eval/case_088_p3_n2.json,5.4,2.8
case_088,3,3,243623,91358,92808,2.6667,1679980,0,0.17137835485567238,866,85413.36666666667,p2_plan,results_all/eval/case_088_p3_n3.json,5.4,5.8
case_088,3,4,243623,78922,78922,3.0869,2173970,0,0.14489892438400206,898,68557.76666666668,"('C', 0.1, 64, 2.0)",results_all/eval/case_088_p3_n4.json,5.8,2.8
case_088,3,5,243623,75262,75262,3.237,2231256,0,0.13774021039160683,864,63963.36666666667,"('C', 0.1, 64, 2.0)",results_all/eval/case_088_p3_n5.json,6.5,3.5
case_089,1,1,693092,693092,693092,1.0,0,0,,1,693089.7333333334,"('A', 0.25, 16, 2.0)",results/single/case_089_single.json,6.6,0.0
case_089,1,2,693092,346832,346832,1.9984,238720,0,,2,350736.6666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_089_p1_n2.json,6.1,9.6
case_089,1,3,693092,243614,243614,2.845,477440,0,,3,242769.73333333334,"('A', 0.25, 16, 2.0)",results_all/eval/case_089_p1_n3.json,6.7,5.9
case_089,1,4,693092,178160,178160,3.8903,716160,0,,4,185630.53333333333,"('A', 0.25, 16, 1.0)",results_all/eval/case_089_p1_n4.json,6.3,4.9
case_089,1,5,693092,147432,147432,4.7011,954880,0,,5,127768.93333333333,"('A', 0.1, 64, 1.0)",results_all/eval/case_089_p1_n5.json,7.5,3.9
case_089,2,1,693092,693092,693092,1.0,0,0,,40,693089.7333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_089_p2_n1.json,5.5,3.4
case_089,2,2,693092,346832,346832,1.9984,238720,0,,40,350736.6666666667,"('B', 0.1, 16, 1.0)",results_all/eval/case_089_p2_n2.json,5.7,2.7
case_089,2,3,693092,243614,243614,2.845,477440,0,,40,242769.73333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_089_p2_n3.json,5.3,2.4
case_089,2,4,693092,178160,178160,3.8903,716160,0,,40,185630.53333333333,"('B', 0.1, 16, 1.0)",results_all/eval/case_089_p2_n4.json,5.8,2.3
case_089,2,5,693092,128195,128195,5.4065,1436160,0,,370,127837.2,"('B', 0.1, 16, 1.0)",results_all/eval/case_089_p2_n5.json,7.0,2.8
case_089,3,1,693092,693092,693092,1.0,0,0,0.0,40,693089.7333333334,"('C', 0.1, 64, 4.0)",results_all/eval/case_089_p3_n1.json,6.4,3.4
case_089,3,2,693092,346832,346832,1.9984,238720,0,0.0,40,350736.6666666667,"('C', 0.1, 64, 4.0)",results_all/eval/case_089_p3_n2.json,6.0,2.7
case_089,3,3,693092,243614,243614,2.845,477440,0,0.0,40,242769.73333333334,"('C', 0.1, 64, 4.0)",results_all/eval/case_089_p3_n3.json,6.0,2.4
case_089,3,4,693092,178160,178160,3.8903,716160,0,0.0,40,177675.6,"('C', 0.1, 64, 4.0)",results_all/eval/case_089_p3_n4.json,5.8,2.1
case_089,3,5,693092,128103,128103,5.4104,1550336,0,0.392951047869461,514,127837.2,"('C', 0.1, 64, 4.0)",results_all/eval/case_089_p3_n5.json,6.5,3.1
case_090,1,1,1178363,971336,971336,1.0,5172216,3845760,,16,892997.5737597942,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_090_p1_n1.json,2.3,0.9
case_090,1,2,1178363,506878,506878,2.3247,5090520,829824,,42,467564.00214326597,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_090_p1_n2.json,1.9,1.1
case_090,1,3,1178363,402822,402822,2.9253,7117416,165888,,72,354088.792163378,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_090_p1_n3.json,2.2,1.2
case_090,1,4,1178363,354512,354512,3.3239,8818800,0,,100,311338.8000000001,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_090_p1_n4.json,2.8,1.3
case_090,1,5,1178363,354512,386470,3.3239,8818800,0,,100,311338.8000000001,prev_n4,results_all/eval/case_090_p1_n5.json,2.7,2.7
case_090,2,1,1178363,875600,875600,1.0,107520,107520,,43,867755.6867916804,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_090_p2_n1.json,1.7,1.3
case_090,2,2,1178363,436728,436728,2.6982,2690688,0,,361,435605.2,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_090_p2_n2.json,2.4,1.4
case_090,2,3,1178363,300923,300923,3.9158,3584256,0,,376,294828.4,"('B', 0.1, 64, 2.0, None, 'mc')",results_all/eval/case_090_p2_n3.json,2.0,1.3
case_090,2,4,1178363,230617,230617,5.1096,1489152,0,,376,228183.19999999998,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_090_p2_n4.json,3.0,1.7
case_090,2,5,1178363,194039,194039,6.0728,1737600,0,,380,193064.79999999993,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_090_p2_n5.json,2.8,1.5
case_090,3,1,1178363,875600,875600,1.0,107520,107520,0.0,43,867755.6867916804,"('C', 0.1, 64, 4.0, None, 'mc')",results_all/eval/case_090_p3_n1.json,2.2,1.4
